kind,hr,con,ra,dec,x,y,z,x2,y2,z2,size,r,g,b
milky,0,,304.5869,40.5218,-0.6258,-0.3347,0.7045,0.0000,0.0000,0.0000,9667.1714,0.0051,0.0054,0.0060
milky,0,,252.9613,-26.6712,-0.8544,0.2499,-0.4556,0.0000,0.0000,0.0000,12769.3452,0.0072,0.0076,0.0084
milky,0,,111.2723,-27.5506,0.8262,0.2308,-0.5139,0.0000,0.0000,0.0000,10623.6415,0.0036,0.0038,0.0042
milky,0,,117.2021,-23.1117,0.8180,0.1199,-0.5626,0.0000,0.0000,0.0000,15220.3629,0.0035,0.0037,0.0041
milky,0,,185.9731,-62.3616,-0.0483,0.5217,-0.8517,0.0000,0.0000,0.0000,9764.7012,0.0064,0.0067,0.0075
milky,0,,220.9952,-51.5728,-0.4077,0.4299,-0.8056,0.0000,0.0000,0.0000,13849.8472,0.0106,0.0112,0.0124
milky,0,,77.7622,30.7200,0.8401,-0.3440,0.4193,0.0000,0.0000,0.0000,12708.9445,0.0028,0.0029,0.0032
milky,0,,255.1912,-47.8287,-0.6491,0.5469,-0.5288,0.0000,0.0000,0.0000,12947.6386,0.0067,0.0071,0.0079
milky,0,,227.6337,-55.6269,-0.4171,0.5115,-0.7512,0.0000,0.0000,0.0000,14346.8828,0.0112,0.0119,0.0132
milky,0,,249.4301,-56.9436,-0.5107,0.6197,-0.5959,0.0000,0.0000,0.0000,10341.6584,0.0117,0.0124,0.0138
milky,0,,227.0873,-57.8391,-0.3899,0.5390,-0.7467,0.0000,0.0000,0.0000,15838.1617,0.0107,0.0113,0.0125
milky,0,,195.2177,-69.3712,-0.0925,0.6271,-0.7734,0.0000,0.0000,0.0000,9731.8914,0.0059,0.0062,0.0069
milky,0,,325.0423,49.9049,-0.3690,-0.3838,0.8465,0.0000,0.0000,0.0000,9541.3479,0.0015,0.0016,0.0017
milky,0,,263.5048,-41.3676,-0.7457,0.5228,-0.4132,0.0000,0.0000,0.0000,9750.5634,0.0048,0.0051,0.0056
milky,0,,246.7987,-51.4221,-0.5731,0.5436,-0.6132,0.0000,0.0000,0.0000,12029.3851,0.0104,0.0110,0.0123
milky,0,,306.3959,28.3676,-0.7083,-0.1384,0.6922,0.0000,0.0000,0.0000,12897.5971,0.0061,0.0065,0.0072
milky,0,,0.3813,62.9063,0.0030,-0.5285,0.8489,0.0000,0.0000,0.0000,12098.5392,0.0046,0.0048,0.0054
milky,0,,246.7748,-39.7635,-0.7064,0.3921,-0.5893,0.0000,0.0000,0.0000,14827.6368,0.0057,0.0060,0.0067
milky,0,,105.6713,2.9799,0.9615,-0.1835,-0.2044,0.0000,0.0000,0.0000,11228.5411,0.0047,0.0050,0.0055
milky,0,,272.8351,-22.0646,-0.9256,0.3456,-0.1542,0.0000,0.0000,0.0000,12917.7047,0.0078,0.0083,0.0092
milky,0,,283.2352,1.3885,-0.9732,0.0971,0.2087,0.0000,0.0000,0.0000,9092.4951,0.0033,0.0035,0.0039
milky,0,,130.0093,-33.4428,0.6391,0.1961,-0.7437,0.0000,0.0000,0.0000,13703.7168,0.0047,0.0050,0.0056
milky,0,,283.5018,20.3259,-0.9118,-0.1850,0.3666,0.0000,0.0000,0.0000,9298.6448,0.0070,0.0074,0.0082
milky,0,,95.6439,-2.3280,0.9943,-0.0158,-0.1051,0.0000,0.0000,0.0000,9002.7390,0.0047,0.0050,0.0056
milky,0,,277.8419,-24.6587,-0.9003,0.4215,-0.1086,0.0000,0.0000,0.0000,14070.1169,0.0079,0.0083,0.0093
milky,0,,98.6022,4.9369,0.9851,-0.1505,-0.0834,0.0000,0.0000,0.0000,13730.6697,0.0033,0.0035,0.0038
milky,0,,103.9973,-6.0366,0.9649,-0.0337,-0.2603,0.0000,0.0000,0.0000,15602.0978,0.0060,0.0063,0.0070
milky,0,,198.5454,-59.7663,-0.1602,0.4947,-0.8542,0.0000,0.0000,0.0000,12615.2738,0.0058,0.0061,0.0068
milky,0,,263.1784,-30.9659,-0.8514,0.3886,-0.3523,0.0000,0.0000,0.0000,15390.9037,0.0079,0.0083,0.0093
milky,0,,281.1539,-3.6890,-0.9791,0.1546,0.1323,0.0000,0.0000,0.0000,15084.9513,0.0026,0.0027,0.0030
milky,0,,63.1324,55.9336,0.4997,-0.5797,0.6436,0.0000,0.0000,0.0000,11687.1792,0.0057,0.0060,0.0067
milky,0,,278.0159,-26.5749,-0.8856,0.4477,-0.1235,0.0000,0.0000,0.0000,11774.7662,0.0085,0.0090,0.0100
milky,0,,288.9704,7.4213,-0.9378,0.0553,0.3428,0.0000,0.0000,0.0000,12143.5771,0.0033,0.0035,0.0039
milky,0,,268.5489,-11.4984,-0.9796,0.1581,-0.1239,0.0000,0.0000,0.0000,10416.2321,0.0052,0.0055,0.0061
milky,0,,266.9050,-18.7599,-0.9455,0.2493,-0.2095,0.0000,0.0000,0.0000,13737.6839,0.0078,0.0082,0.0092
milky,0,,334.7209,55.8193,-0.2399,-0.4475,0.8615,0.0000,0.0000,0.0000,12786.8783,0.0032,0.0034,0.0038
milky,0,,260.8672,-25.9288,-0.8879,0.3013,-0.3476,0.0000,0.0000,0.0000,11284.4685,0.0089,0.0094,0.0104
milky,0,,252.7953,-50.7468,-0.6044,0.5674,-0.5592,0.0000,0.0000,0.0000,13398.2286,0.0087,0.0092,0.0102
milky,0,,99.5783,17.4035,0.9409,-0.3382,0.0179,0.0000,0.0000,0.0000,12872.7055,0.0022,0.0023,0.0026
milky,0,,260.6720,-4.3352,-0.9840,-0.0184,-0.1775,0.0000,0.0000,0.0000,15143.2706,0.0049,0.0052,0.0057
milky,0,,289.9302,-0.7020,-0.9400,0.1861,0.2859,0.0000,0.0000,0.0000,10363.9799,0.0115,0.0122,0.0135
milky,0,,298.4359,24.7649,-0.7985,-0.1364,0.5864,0.0000,0.0000,0.0000,11743.5887,0.0053,0.0057,0.0063
milky,0,,285.0950,7.2184,-0.9578,0.0254,0.2862,0.0000,0.0000,0.0000,12283.4061,0.0035,0.0037,0.0041
milky,0,,282.0967,-1.8040,-0.9773,0.1349,0.1633,0.0000,0.0000,0.0000,9012.7750,0.0029,0.0031,0.0034
milky,0,,30.9633,64.3389,0.2228,-0.5814,0.7825,0.0000,0.0000,0.0000,14900.3390,0.0037,0.0039,0.0043
milky,0,,192.5044,-58.0279,-0.1146,0.4609,-0.8800,0.0000,0.0000,0.0000,9028.1138,0.0060,0.0063,0.0070
milky,0,,207.2714,-65.6482,-0.1889,0.5921,-0.7834,0.0000,0.0000,0.0000,11612.0045,0.0060,0.0064,0.0071
milky,0,,97.8330,20.1621,0.9300,-0.3613,0.0679,0.0000,0.0000,0.0000,11427.0312,0.0026,0.0027,0.0030
milky,0,,278.8190,-6.0894,-0.9826,0.1694,0.0760,0.0000,0.0000,0.0000,9425.7670,0.0020,0.0022,0.0024
milky,0,,286.6349,6.8821,-0.9512,0.0437,0.3053,0.0000,0.0000,0.0000,11212.2064,0.0035,0.0037,0.0041
milky,0,,269.3062,-9.5084,-0.9862,0.1354,-0.0953,0.0000,0.0000,0.0000,13067.8154,0.0049,0.0052,0.0057
milky,0,,230.2160,-56.4135,-0.4251,0.5317,-0.7325,0.0000,0.0000,0.0000,9209.9443,0.0115,0.0122,0.0136
milky,0,,269.2094,-33.8634,-0.8303,0.4717,-0.2968,0.0000,0.0000,0.0000,12001.3694,0.0080,0.0084,0.0094
milky,0,,241.4988,-48.1519,-0.5863,0.4746,-0.6565,0.0000,0.0000,0.0000,12084.0222,0.0105,0.0111,0.0124
milky,0,,232.6982,-47.2073,-0.5404,0.4170,-0.7308,0.0000,0.0000,0.0000,14838.5481,0.0120,0.0127,0.0142
milky,0,,271.5219,-2.0438,-0.9990,0.0442,0.0044,0.0000,0.0000,0.0000,15566.1024,0.0069,0.0073,0.0081
milky,0,,250.6579,-42.9447,-0.6907,0.4591,-0.5587,0.0000,0.0000,0.0000,10974.0176,0.0059,0.0062,0.0069
milky,0,,17.1975,63.3838,0.1325,-0.5459,0.8273,0.0000,0.0000,0.0000,15122.6294,0.0036,0.0038,0.0042
milky,0,,86.7778,34.9661,0.8182,-0.4675,0.3346,0.0000,0.0000,0.0000,11693.0165,0.0029,0.0030,0.0034
milky,0,,88.0011,26.4740,0.8946,-0.3660,0.2564,0.0000,0.0000,0.0000,15512.7881,0.0037,0.0039,0.0043
milky,0,,260.7462,-40.1103,-0.7549,0.4889,-0.4372,0.0000,0.0000,0.0000,13311.1662,0.0048,0.0050,0.0056
milky,0,,281.9107,-34.1757,-0.8095,0.5694,-0.1430,0.0000,0.0000,0.0000,13344.0399,0.0091,0.0096,0.0107
milky,0,,272.5480,-31.0026,-0.8563,0.4611,-0.2326,0.0000,0.0000,0.0000,13913.9705,0.0090,0.0096,0.0106
milky,0,,254.9563,-26.6826,-0.8629,0.2655,-0.4301,0.0000,0.0000,0.0000,12066.6523,0.0076,0.0081,0.0090
milky,0,,283.3370,12.2673,-0.9508,-0.0660,0.3026,0.0000,0.0000,0.0000,10891.6972,0.0105,0.0111,0.0123
milky,0,,256.2674,-31.2151,-0.8308,0.3397,-0.4409,0.0000,0.0000,0.0000,15907.7860,0.0064,0.0067,0.0075
milky,0,,322.3202,41.4697,-0.4580,-0.2622,0.8494,0.0000,0.0000,0.0000,9074.2887,0.0021,0.0022,0.0025
milky,0,,120.3904,-33.9074,0.7159,0.2619,-0.6472,0.0000,0.0000,0.0000,9393.8162,0.0047,0.0050,0.0056
milky,0,,340.9273,52.7412,-0.1978,-0.3875,0.9004,0.0000,0.0000,0.0000,11816.6414,0.0037,0.0039,0.0043
milky,0,,274.7109,-40.7523,-0.7550,0.5916,-0.2829,0.0000,0.0000,0.0000,10179.7401,0.0062,0.0066,0.0073
milky,0,,327.6623,51.0108,-0.3366,-0.3925,0.8560,0.0000,0.0000,0.0000,14702.1207,0.0017,0.0018,0.0020
milky,0,,0.6313,60.3972,0.0054,-0.4909,0.8712,0.0000,0.0000,0.0000,15619.7982,0.0046,0.0049,0.0054
milky,0,,123.4082,-28.4350,0.7341,0.1588,-0.6603,0.0000,0.0000,0.0000,14804.0860,0.0044,0.0046,0.0051
milky,0,,283.6642,1.8540,-0.9712,0.0939,0.2190,0.0000,0.0000,0.0000,9408.6325,0.0034,0.0036,0.0040
milky,0,,313.3103,47.0491,-0.4958,-0.3867,0.7776,0.0000,0.0000,0.0000,12304.3391,0.0022,0.0023,0.0026
milky,0,,289.7550,-40.8496,-0.7119,0.6923,-0.1177,0.0000,0.0000,0.0000,14851.2646,0.0080,0.0085,0.0094
milky,0,,351.5238,66.5088,-0.0588,-0.5831,0.8103,0.0000,0.0000,0.0000,14791.4360,0.0048,0.0051,0.0057
milky,0,,104.9427,-0.3189,0.9662,-0.1280,-0.2239,0.0000,0.0000,0.0000,11790.7646,0.0053,0.0057,0.0063
milky,0,,280.3471,-17.2067,-0.9397,0.3419,-0.0053,0.0000,0.0000,0.0000,10817.7918,0.0051,0.0054,0.0060
milky,0,,278.8284,-46.3223,-0.6824,0.6745,-0.2816,0.0000,0.0000,0.0000,12369.3742,0.0049,0.0052,0.0058
milky,0,,274.6083,-2.4971,-0.9958,0.0787,0.0464,0.0000,0.0000,0.0000,12585.2971,0.0074,0.0079,0.0088
milky,0,,291.3146,9.5980,-0.9186,0.0417,0.3931,0.0000,0.0000,0.0000,11164.1774,0.0099,0.0105,0.0117
milky,0,,103.4408,2.1485,0.9719,-0.1518,-0.1798,0.0000,0.0000,0.0000,13878.8395,0.0046,0.0049,0.0054
milky,0,,286.8785,-1.7774,-0.9565,0.1761,0.2328,0.0000,0.0000,0.0000,11582.7298,0.0107,0.0114,0.0126
milky,0,,89.6125,12.5782,0.9760,-0.1833,0.1178,0.0000,0.0000,0.0000,12549.9692,0.0022,0.0023,0.0026
milky,0,,281.1293,-0.4907,-0.9812,0.1068,0.1610,0.0000,0.0000,0.0000,9303.0808,0.0030,0.0032,0.0036
milky,0,,290.8562,29.1665,-0.8160,-0.2576,0.5175,0.0000,0.0000,0.0000,13975.7153,0.0054,0.0057,0.0063
milky,0,,109.2847,-9.5898,0.9307,-0.0249,-0.3649,0.0000,0.0000,0.0000,15995.1879,0.0056,0.0059,0.0066
milky,0,,158.2361,-61.1451,0.1789,0.5199,-0.8353,0.0000,0.0000,0.0000,11030.3093,0.0055,0.0058,0.0064
milky,0,,95.9223,0.0900,0.9947,-0.0545,-0.0876,0.0000,0.0000,0.0000,11472.6695,0.0041,0.0044,0.0049
milky,0,,286.0951,3.8604,-0.9586,0.0848,0.2718,0.0000,0.0000,0.0000,9021.7674,0.0035,0.0038,0.0042
milky,0,,114.2199,-18.1384,0.8667,0.0661,-0.4945,0.0000,0.0000,0.0000,12977.2760,0.0037,0.0039,0.0043
milky,0,,249.7232,-39.4601,-0.7242,0.4070,-0.5567,0.0000,0.0000,0.0000,10601.3550,0.0051,0.0054,0.0060
milky,0,,314.4109,39.7715,-0.5490,-0.2713,0.7905,0.0000,0.0000,0.0000,10076.9350,0.0038,0.0040,0.0045
milky,0,,272.1208,-5.6653,-0.9944,0.1036,-0.0193,0.0000,0.0000,0.0000,14722.2308,0.0056,0.0059,0.0066
milky,0,,242.1832,-43.7366,-0.6390,0.4189,-0.6451,0.0000,0.0000,0.0000,14046.7692,0.0086,0.0091,0.0101
milky,0,,236.8305,-63.1003,-0.3787,0.6369,-0.6715,0.0000,0.0000,0.0000,12883.3741,0.0111,0.0117,0.0131
milky,0,,44.8456,57.5071,0.3788,-0.5268,0.7609,0.0000,0.0000,0.0000,11103.3465,0.0053,0.0056,0.0062
milky,0,,133.5047,-38.9485,0.5641,0.2631,-0.7827,0.0000,0.0000,0.0000,14916.1058,0.0037,0.0039,0.0043
milky,0,,270.7316,-41.8625,-0.7447,0.5769,-0.3356,0.0000,0.0000,0.0000,13255.5845,0.0053,0.0057,0.0063
milky,0,,122.7906,-26.7850,0.7505,0.1373,-0.6465,0.0000,0.0000,0.0000,13494.0595,0.0041,0.0044,0.0049
milky,0,,259.8767,-24.5649,-0.8953,0.2740,-0.3511,0.0000,0.0000,0.0000,15970.9105,0.0090,0.0095,0.0106
milky,0,,268.8105,-21.3093,-0.9314,0.3015,-0.2037,0.0000,0.0000,0.0000,15611.8090,0.0083,0.0087,0.0097
milky,0,,235.8480,-36.6076,-0.6643,0.2791,-0.6934,0.0000,0.0000,0.0000,15508.4909,0.0080,0.0085,0.0094
milky,0,,270.7215,-21.6368,-0.9295,0.3221,-0.1799,0.0000,0.0000,0.0000,14356.7612,0.0080,0.0085,0.0095
milky,0,,292.1100,16.1977,-0.8897,-0.0530,0.4535,0.0000,0.0000,0.0000,12948.0309,0.0021,0.0022,0.0025
milky,0,,7.3376,68.8413,0.0461,-0.6150,0.7872,0.0000,0.0000,0.0000,15022.7036,0.0041,0.0043,0.0048
milky,0,,74.7866,45.6675,0.6743,-0.5187,0.5256,0.0000,0.0000,0.0000,10280.0961,0.0025,0.0027,0.0030
milky,0,,302.5884,38.2680,-0.6615,-0.3131,0.6815,0.0000,0.0000,0.0000,15674.5251,0.0058,0.0061,0.0068
milky,0,,131.5381,-43.3663,0.5442,0.3403,-0.7669,0.0000,0.0000,0.0000,10283.9246,0.0030,0.0032,0.0036
milky,0,,128.8405,-34.0743,0.6452,0.2127,-0.7338,0.0000,0.0000,0.0000,13064.9813,0.0047,0.0050,0.0056
milky,0,,284.7976,3.2983,-0.9652,0.0820,0.2482,0.0000,0.0000,0.0000,10804.9118,0.0035,0.0037,0.0041
milky,0,,265.4379,-44.0570,-0.7164,0.5666,-0.4071,0.0000,0.0000,0.0000,12366.7468,0.0046,0.0049,0.0055
milky,0,,126.7261,-42.9718,0.5865,0.3589,-0.7261,0.0000,0.0000,0.0000,12935.2409,0.0037,0.0039,0.0043
milky,0,,269.4872,-8.4879,-0.9890,0.1220,-0.0836,0.0000,0.0000,0.0000,12338.1198,0.0049,0.0052,0.0057
milky,0,,69.9161,48.9114,0.6173,-0.5298,0.5816,0.0000,0.0000,0.0000,9361.0585,0.0038,0.0040,0.0044
milky,0,,135.0336,-43.3525,0.5139,0.3235,-0.7946,0.0000,0.0000,0.0000,11209.7646,0.0026,0.0027,0.0031
milky,0,,107.4785,-15.0177,0.9213,0.0727,-0.3821,0.0000,0.0000,0.0000,14698.7802,0.0048,0.0051,0.0056
milky,0,,278.7291,-15.6348,-0.9518,0.3063,-0.0135,0.0000,0.0000,0.0000,14673.0307,0.0050,0.0053,0.0059
milky,0,,208.7453,-62.9941,-0.2184,0.5587,-0.8001,0.0000,0.0000,0.0000,9916.3738,0.0063,0.0066,0.0074
milky,0,,279.7477,-1.0832,-0.9854,0.1034,0.1354,0.0000,0.0000,0.0000,13447.0288,0.0028,0.0030,0.0033
milky,0,,257.8333,-44.7299,-0.6945,0.5261,-0.4908,0.0000,0.0000,0.0000,11364.0270,0.0052,0.0055,0.0061
milky,0,,295.4463,30.0264,-0.7818,-0.2373,0.5766,0.0000,0.0000,0.0000,10772.4069,0.0057,0.0060,0.0067
milky,0,,277.7294,4.9004,-0.9873,-0.0042,0.1589,0.0000,0.0000,0.0000,10254.6310,0.0114,0.0120,0.0134
milky,0,,136.9055,-49.0508,0.4478,0.4009,-0.7992,0.0000,0.0000,0.0000,14733.5070,0.0016,0.0017,0.0018
milky,0,,129.5701,-42.2589,0.5705,0.3336,-0.7505,0.0000,0.0000,0.0000,9924.0532,0.0035,0.0037,0.0041
milky,0,,188.9113,-59.4701,-0.0787,0.4799,-0.8738,0.0000,0.0000,0.0000,9347.1531,0.0062,0.0066,0.0073
milky,0,,172.7726,-64.1689,0.0548,0.5489,-0.8341,0.0000,0.0000,0.0000,14053.3397,0.0068,0.0072,0.0080
milky,0,,273.6514,-12.8874,-0.9728,0.2232,-0.0617,0.0000,0.0000,0.0000,10484.4179,0.0015,0.0016,0.0018
milky,0,,246.9080,-43.4931,-0.6673,0.4434,-0.5984,0.0000,0.0000,0.0000,14925.1560,0.0070,0.0074,0.0083
milky,0,,192.5609,-63.8099,-0.0960,0.5473,-0.8314,0.0000,0.0000,0.0000,10564.5239,0.0060,0.0063,0.0070
milky,0,,122.2846,-39.8636,0.6489,0.3383,-0.6815,0.0000,0.0000,0.0000,13348.1299,0.0046,0.0048,0.0054
milky,0,,285.7308,14.6133,-0.9314,-0.0811,0.3548,0.0000,0.0000,0.0000,15252.7260,0.0090,0.0095,0.0106
milky,0,,6.3143,64.0852,0.0481,-0.5473,0.8356,0.0000,0.0000,0.0000,15837.3567,0.0042,0.0044,0.0049
milky,0,,299.0720,33.1052,-0.7321,-0.2585,0.6302,0.0000,0.0000,0.0000,15798.2205,0.0061,0.0065,0.0072
milky,0,,107.0498,-0.4930,0.9560,-0.1436,-0.2557,0.0000,0.0000,0.0000,9675.7431,0.0056,0.0059,0.0066
milky,0,,72.4221,50.7906,0.6026,-0.5658,0.5627,0.0000,0.0000,0.0000,13927.3512,0.0039,0.0041,0.0045
milky,0,,104.0709,-7.2771,0.9622,-0.0156,-0.2720,0.0000,0.0000,0.0000,9174.4467,0.0060,0.0063,0.0071
milky,0,,278.5913,-25.2296,-0.8945,0.4350,-0.1037,0.0000,0.0000,0.0000,9965.5092,0.0080,0.0084,0.0094
milky,0,,242.4211,-32.2164,-0.7499,0.2552,-0.6103,0.0000,0.0000,0.0000,10255.1366,0.0048,0.0051,0.0057
milky,0,,202.5199,-55.8508,-0.2150,0.4423,-0.8707,0.0000,0.0000,0.0000,13128.0855,0.0060,0.0063,0.0070
milky,0,,67.4245,44.5018,0.6586,-0.4598,0.5957,0.0000,0.0000,0.0000,12329.1180,0.0031,0.0033,0.0037
milky,0,,306.0965,42.3967,-0.5967,-0.3539,0.7202,0.0000,0.0000,0.0000,11380.1577,0.0044,0.0047,0.0052
milky,0,,118.2171,-26.4993,0.7886,0.1645,-0.5925,0.0000,0.0000,0.0000,10025.9201,0.0038,0.0040,0.0045
milky,0,,259.9965,-53.4425,-0.5866,0.6352,-0.5024,0.0000,0.0000,0.0000,11712.8254,0.0084,0.0089,0.0099
milky,0,,170.8503,-61.4683,0.0760,0.5102,-0.8567,0.0000,0.0000,0.0000,9089.1071,0.0067,0.0071,0.0079
milky,0,,253.3684,-41.5595,-0.7170,0.4583,-0.5253,0.0000,0.0000,0.0000,12657.6072,0.0050,0.0053,0.0059
milky,0,,130.4320,-46.6094,0.5229,0.3934,-0.7562,0.0000,0.0000,0.0000,15940.8548,0.0025,0.0026,0.0029
milky,0,,110.7387,-11.5534,0.9163,-0.0070,-0.4005,0.0000,0.0000,0.0000,9508.1317,0.0051,0.0054,0.0060
milky,0,,132.3593,-37.2279,0.5884,0.2423,-0.7714,0.0000,0.0000,0.0000,13739.2741,0.0041,0.0044,0.0049
milky,0,,268.6641,-6.2511,-0.9938,0.0814,-0.0759,0.0000,0.0000,0.0000,13779.5606,0.0050,0.0053,0.0059
milky,0,,98.4265,11.0078,0.9710,-0.2378,-0.0250,0.0000,0.0000,0.0000,14047.7903,0.0022,0.0023,0.0026
milky,0,,113.9445,-16.4058,0.8767,0.0416,-0.4792,0.0000,0.0000,0.0000,11067.8846,0.0039,0.0042,0.0046
milky,0,,275.9227,-1.6394,-0.9943,0.0776,0.0737,0.0000,0.0000,0.0000,15122.3144,0.0082,0.0087,0.0097
milky,0,,85.3538,25.9273,0.8964,-0.3373,0.2876,0.0000,0.0000,0.0000,11295.1782,0.0037,0.0039,0.0043
milky,0,,274.9787,-41.3114,-0.7483,0.5994,-0.2841,0.0000,0.0000,0.0000,15108.9696,0.0061,0.0064,0.0071
milky,0,,88.3880,31.9431,0.8482,-0.4412,0.2930,0.0000,0.0000,0.0000,9013.9551,0.0034,0.0036,0.0040
milky,0,,120.3604,-33.4270,0.7201,0.2549,-0.6453,0.0000,0.0000,0.0000,14931.5564,0.0047,0.0050,0.0055
milky,0,,301.0857,30.3973,-0.7387,-0.2044,0.6423,0.0000,0.0000,0.0000,13261.4769,0.0060,0.0064,0.0071
milky,0,,118.3925,-22.6811,0.8117,0.1046,-0.5747,0.0000,0.0000,0.0000,9305.6799,0.0035,0.0037,0.0041
milky,0,,281.9302,7.4751,-0.9701,-0.0060,0.2427,0.0000,0.0000,0.0000,11916.0334,0.0118,0.0125,0.0139
milky,0,,300.1361,29.7844,-0.7506,-0.2014,0.6293,0.0000,0.0000,0.0000,14230.0495,0.0059,0.0063,0.0070
milky,0,,262.3740,-13.2457,-0.9648,0.1299,-0.2287,0.0000,0.0000,0.0000,14346.1185,0.0068,0.0072,0.0080
milky,0,,283.4099,-32.4330,-0.8210,0.5605,-0.1084,0.0000,0.0000,0.0000,10481.3887,0.0091,0.0097,0.0108
milky,0,,97.0910,11.2568,0.9733,-0.2297,-0.0032,0.0000,0.0000,0.0000,13916.1445,0.0021,0.0022,0.0025
milky,0,,269.9640,-14.1476,-0.9697,0.2092,-0.1264,0.0000,0.0000,0.0000,9080.5919,0.0056,0.0060,0.0066
milky,0,,7.0075,56.8074,0.0668,-0.4375,0.8968,0.0000,0.0000,0.0000,15714.3237,0.0042,0.0045,0.0050
milky,0,,302.8603,35.1803,-0.6866,-0.2654,0.6769,0.0000,0.0000,0.0000,15706.1746,0.0061,0.0065,0.0072
milky,0,,294.6495,20.2575,-0.8527,-0.0953,0.5137,0.0000,0.0000,0.0000,10640.7400,0.0017,0.0018,0.0020
milky,0,,227.5734,-54.7082,-0.4265,0.4989,-0.7545,0.0000,0.0000,0.0000,15137.0839,0.0114,0.0121,0.0134
milky,0,,259.5251,-34.5884,-0.8095,0.4095,-0.4207,0.0000,0.0000,0.0000,15892.0226,0.0059,0.0062,0.0069
milky,0,,56.8524,56.6097,0.4608,-0.5607,0.6880,0.0000,0.0000,0.0000,15405.7737,0.0059,0.0062,0.0069
milky,0,,100.5779,11.0360,0.9648,-0.2569,-0.0559,0.0000,0.0000,0.0000,11944.6828,0.0023,0.0024,0.0027
milky,0,,78.2083,38.6477,0.7645,-0.4531,0.4585,0.0000,0.0000,0.0000,9626.6057,0.0020,0.0021,0.0023
milky,0,,172.4478,-62.3308,0.0610,0.5221,-0.8507,0.0000,0.0000,0.0000,10021.1465,0.0067,0.0071,0.0079
milky,0,,91.2972,20.7838,0.9347,-0.3151,0.1646,0.0000,0.0000,0.0000,12241.2005,0.0031,0.0033,0.0037
milky,0,,284.8034,-2.3099,-0.9660,0.1660,0.1981,0.0000,0.0000,0.0000,9056.7432,0.0101,0.0107,0.0119
milky,0,,289.8028,2.2951,-0.9401,0.1400,0.3108,0.0000,0.0000,0.0000,11455.1586,0.0118,0.0125,0.0139
milky,0,,238.0619,-51.6130,-0.5270,0.5027,-0.6853,0.0000,0.0000,0.0000,14135.5703,0.0120,0.0127,0.0141
milky,0,,36.4118,61.4849,0.2834,-0.5553,0.7819,0.0000,0.0000,0.0000,11309.7882,0.0042,0.0044,0.0049
milky,0,,291.2078,20.5102,-0.8732,-0.1258,0.4709,0.0000,0.0000,0.0000,15939.0320,0.0017,0.0019,0.0021
milky,0,,59.4107,50.7769,0.5443,-0.4983,0.6748,0.0000,0.0000,0.0000,12026.4955,0.0054,0.0057,0.0063
milky,0,,184.1715,-59.9980,-0.0364,0.4855,-0.8735,0.0000,0.0000,0.0000,13720.4765,0.0065,0.0069,0.0077
milky,0,,319.4836,49.7842,-0.4195,-0.4017,0.8140,0.0000,0.0000,0.0000,13908.7247,0.0014,0.0015,0.0017
milky,0,,313.0437,36.7405,-0.5857,-0.2310,0.7769,0.0000,0.0000,0.0000,10784.8983,0.0048,0.0051,0.0057
milky,0,,238.6685,-57.5176,-0.4587,0.5792,-0.6738,0.0000,0.0000,0.0000,10075.8458,0.0122,0.0129,0.0144
milky,0,,303.6027,27.6349,-0.7379,-0.1451,0.6592,0.0000,0.0000,0.0000,15186.7320,0.0059,0.0063,0.0070
milky,0,,261.5129,-35.1620,-0.8086,0.4315,-0.4000,0.0000,0.0000,0.0000,11310.5986,0.0061,0.0064,0.0071
milky,0,,252.6921,-48.2439,-0.6358,0.5374,-0.5540,0.0000,0.0000,0.0000,11696.7202,0.0075,0.0080,0.0089
milky,0,,85.2973,23.0986,0.9167,-0.2974,0.2667,0.0000,0.0000,0.0000,13077.5240,0.0036,0.0038,0.0043
milky,0,,70.3537,51.4135,0.5874,-0.5620,0.5823,0.0000,0.0000,0.0000,15737.6031,0.0043,0.0045,0.0050
milky,0,,256.2277,-40.6179,-0.7372,0.4650,-0.4902,0.0000,0.0000,0.0000,13297.9451,0.0047,0.0050,0.0055
milky,0,,111.7713,-9.7194,0.9153,-0.0436,-0.4003,0.0000,0.0000,0.0000,15913.3974,0.0054,0.0057,0.0063
milky,0,,107.2012,1.1881,0.9551,-0.1701,-0.2428,0.0000,0.0000,0.0000,14858.7617,0.0053,0.0056,0.0062
milky,0,,282.3136,-38.4897,-0.7647,0.6195,-0.1775,0.0000,0.0000,0.0000,10409.1697,0.0081,0.0086,0.0096
milky,0,,284.5638,-4.5654,-0.9648,0.1973,0.1739,0.0000,0.0000,0.0000,14035.0968,0.0090,0.0095,0.0106
milky,0,,272.0816,-19.2863,-0.9433,0.3008,-0.1407,0.0000,0.0000,0.0000,13418.8537,0.0021,0.0022,0.0025
milky,0,,136.6100,-43.3946,0.4992,0.3169,-0.8065,0.0000,0.0000,0.0000,15246.7080,0.0024,0.0025,0.0028
milky,0,,246.2665,-41.7113,-0.6834,0.4156,-0.6002,0.0000,0.0000,0.0000,12300.9627,0.0065,0.0069,0.0076
milky,0,,276.7924,-6.9225,-0.9857,0.1638,0.0386,0.0000,0.0000,0.0000,10894.6970,0.0018,0.0019,0.0021
milky,0,,239.3153,-52.3004,-0.5259,0.5175,-0.6750,0.0000,0.0000,0.0000,13253.5897,0.0120,0.0127,0.0141
